first,second,third
0.0,0.0,1.0
0.006289474781961547,3.955697143726298e-05,0.9999802213186832
0.012578949563923095,0.00015822162673309476,0.9999208860571255
0.018868424345884642,0.00035597518982997473,0.9998219965624732
0.02515789912784619,0.0006327863705997149,0.9996835567465339
0.03144737390980774,0.00098861136979443,0.9995055720856215
0.037736848691769284,0.0014233938859768013,0.99928804962034
0.04402632347373083,0.0019370651244285321,0.9990309979553044
0.05031579825569238,0.002529543808035592,0.9987344272588006
0.056605273037653926,0.003200736190148523,0.9983983492623831
0.06289474781961547,0.003950536069415772,0.9980227772604111
0.06918422260157703,0.00477882480658771,0.9976077261095226
0.07547369738353857,0.005685471343288661,0.9971532122280464
0.08176317216550011,0.0066703322227539994,0.9966592535953529
0.08805264694746166,0.007733251612529019,0.9961258697511429
0.09434212172942322,0.008874061329125948,0.9955530817946746
0.10063159651138476,0.010092580864635284,0.9949409123839288
0.1069210712933463,0.011388617415287183,0.9942893857347129
0.11321054607530785,0.012761965911958387,0.9935985276197029
0.1195000208572694,0.014212409052619866,0.9928683653674237
0.12578949563923095,0.01573971733672007,0.9920989278611685
0.1320789704211925,0.017343649101498323,0.9912902455378554
0.13836844520315406,0.019023950560222606,0.9904423503868246
0.1446579199851156,0.02078035584234567,0.989555275948572
0.15094739476707714,0.022612587035573208,0.9886290573134227
0.15723686954903868,0.024520354229837324,0.9876637311201433
0.16352634433100022,0.02650335556316836,0.986659335554492
0.16981581911296179,0.028561277269457914,0.9856159103477085
0.17610529389492333,0.030693793728105347,0.984533496774942
0.18239476867688487,0.03290056751554009,0.9834121376536187
0.18868424345884643,0.03518124945861144,0.9822518773417481
0.19497371824080797,0.03753547868983745,0.9810527617361681
0.20126319302276952,0.03996288270450433,0.9798148382707295
0.20755266780473106,0.04246307741960696,0.9785381559144196
0.2138421425866926,0.04503566723462161,0.9772227651694256
0.22013161736865416,0.047680245094100966,0.9758687180691361
0.2264210921506157,0.0503963925520816,0.9744760681760832
0.23271056693257725,0.053183679838293856,0.9730448705798238
0.2390000417145388,0.05604166592616349,0.9715751818947602
0.24528951649650035,0.0589698986025943,0.9700670602579008
0.2515789912784619,0.06196791453952089,0.9685205653265598
0.25786846606042346,0.06503523936722017,0.9669357582759983
0.264157940842385,0.06817138774936968,0.9653127017970033
0.27044741562434654,0.07137586345984158,0.9636514600934086
0.2767368904063081,0.07464815946121925,0.9619520988795548
0.2830263651882696,0.07798775798502482,0.9602146853776895
0.2893158399702312,0.08139413061364463,0.9584392883153087
0.2956053147521927,0.08486673836393961,0.9566259779224378
0.3018947895341543,0.08840503177252734,0.9547748259288535
0.30818426431611584,0.09200845098272271,0.9528859055612467
0.31447373909807735,0.09567642583312248,0.9509592915403253
0.3207632138800389,0.09940837594782126,0.9489950600778587
0.32705268866200043,0.10320371082824252,0.9469932888736633
0.333342163443962,0.10706182994657254,0.9449540571125283
0.33963163822592357,0.11098212284078025,0.9428774454610842
0.3459211130078851,0.11496396921120935,0.9407635360646109
0.35221058778984665,0.11900673901872744,0.9386124125437894
0.3585000625718082,0.12310979258441525,0.9364241599913923
0.36478953735376973,0.12727248069078187,0.9341988649689198
0.3710790121357313,0.13149414468448936,0.931936615503174
0.37736848691769287,0.13577411658056954,0.9296375010827771
0.3836579616996544,0.14011171916811824,0.9273016126546323
0.38994743648161595,0.14450626611744882,0.924929042620325
0.39623691126357746,0.1489570620886887,0.9225198848324687
0.40252638604553903,0.15346340284180143,0.9200742345909914
0.4088158608275006,0.15802457534801714,0.9175921886393665
0.4151053356094621,0.1626398579026537,0.915073845160786
0.4213948103914237,0.1673085202393103,0.9125193037742761
0.4276842851733852,0.17202982364541614,0.9099286655307568
0.43397375995534676,0.17680302107911536,0.9073020329090444
0.44026323473730833,0.1816273572874697,0.9046395098117981
0.44655270951926984,0.18650206892596072,0.9019412015614096
0.4528421843012314,0.19142638467927237,0.8992072148958368
0.459131659083193,0.19639952538333416,0.8964376579643818
0.4654211338651545,0.20142070414860686,0.8936326403234123
0.47171060864711606,0.20648912648459064,0.8907922729320283
0.4780000834290776,0.21160399042553515,0.887916668147673
0.48428955821103914,0.216764486657333,0.8850059397216874
0.4905790329930007,0.2219697986455762,0.8820602027948115
0.4968685077749622,0.22721910276475402,0.8790795738926289
0.5031579825569238,0.23251156842857412,0.8760641709209582
0.5094474573388853,0.23784635822138409,0.8730141131611882
0.5157369321208469,0.24322262803067418,0.8699295212655597
0.5220264069028084,0.24863952718063909,0.8668105172523929
0.52831588168477,0.2540961985667791,0.8636572245012606
0.5346053564667316,0.2595917787915176,0.8604697677481077
0.5408948312486931,0.2651253983008145,0.8572482730803168
0.5471843060306546,0.2706961815217545,0.8539928679317208
0.5534737808126162,0.27630324700108655,0.8507036810775614
0.5597632555945777,0.2819457075446944,0.8473808426293963
0.5660527303765392,0.2876226703579761,0.8440244840299505
0.5723422051585008,0.2933332371871079,0.8406347380479182
0.5786316799404624,0.29907650446117434,0.8372117387727107
0.5849211547224239,0.30485156343513714,0.8337556216091516
0.5912106295043854,0.3106575003336249,0.8302665232721208
0.597500104286347,0.31649339649551733,0.8267445817811464
0.6037895790683085,0.32235832851930313,0.8231899364549453
0.6100790538502701,0.32825136840918834,0.8196027279059116
0.6163685286322317,0.33417158372193045,0.8159830980345546
0.6226580034141932,0.34011803771437726,0.812331190023886
0.6289474781961547,0.346089789491686,0.808647148333755
0.6352369529781163,0.3520858941561988,0.8049311186951349
0.6415264277600778,0.3581054029569515,0.8011832481043575
0.6478159025420394,0.3641473634397936,0.7974036848172991
0.6541053773240009,0.3702108195980921,0.7935925783435149
0.6603948521059625,0.3762948120239987,0.789750079440326
0.666684326887924,0.38239837806025495,0.7858763401068549
0.6729738016698855,0.3885205519525113,0.7819715135780131
0.6792632764518471,0.39466036500213675,0.7780357543184395
0.6855527512338087,0.4008168457194935,0.7740692180163906
0.6918422260157702,0.40698901997765385,0.7700720615775812
0.6981317007977318,0.41317591116653474,0.7660444431189781
0.7044211755796933,0.41937654034742383,0.761986521962545
0.7107106503616548,0.42558992640787546,0.757898458628941
0.7170001251436164,0.43181508621695003,0.7537804148311695
0.723289599925578,0.43805103478077245,0.7496325534681826
